supermarket,category,name,description,price,reference_price,reference_unit,insert_date
mercadona-es,perfumeria_e_higiene_limpieza_facial_leche_y_tonicos_limpiadores,GARNIER Skinactive gel micelar todo en uno piel sensible dosificador 200 ml,,3.031680284486389,7.727617734760336,l,2024-01-01 00:00:00
dia-es,limpieza_y_hogar_productos_para_cocina_aditivos_y_limpiamaquinas,Chuletas de cordero paletilla,,1.5106456313719878,1.5689038519679674,€/l.,2024-01-01 00:00:00
carrefour-es,bebidas_refrescos_refrigerados,DR. OETKER aromatizante naranjas de valencia botella 35 ml,,0.923360104775333,6.29276497334014,€/Kg.,2024-01-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Chorizo casero extra sarta Palacios 250 g.,,4.706200641797605,0.44783828844628704,l,2024-01-01 00:00:00
carrefour-es,cuidado_del_cabello_peines_y_accesorios,Ginebra 15 botanicals Blumara,,1.2255104816057392,6.454398995855227,kg,2024-02-01 00:00:00
mercadona-es,parafarmacia_bebe_embarazo_y_lactancia,Canela en rama Carmencita 5 g.,,3.7279220371418282,113.26891320009034,ud,2024-02-01 00:00:00
carrefour-es,la_despensa_alimentacion_aceites_y_vinagres,Aguardiente de orujo El Afilador 70 cl.,85 Cl.,2.8936471874532916,7.185879212950192,100 ml,2024-02-01 00:00:00
dia-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,ORAL B pasta dentífrica repair blanqueante tubo 75 ml,,8.696766065022391,15.483128509529848,€/ud.,2024-02-01 00:00:00
mercadona-es,el_mercado_la_cocina_de_carrefour_sushi_del_dia,FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,1 Ud.,3.9382243241963173,54.99804078943614,L,2024-02-01 00:00:00
dia-es,drogueria_y_limpieza_celulosa_servilletas_de_papel,Ginebra 15 botanicals Blumara,,0.91810691436021,0.00962634679979224,L,2024-02-01 00:00:00
carrefour-es,la_despensa_alimentacion_semillas,Refresco lima limón Sprite,50 G.,5.395399162696364,0.09790217340351577,€/l.,2024-02-01 00:00:00
carrefour-es,la_despensa_lacteos_batidos_y_horchatas,Tomate frito Hacendado,,0.8446409926801276,0.7700312698594947,L,2024-02-01 00:00:00
carrefour-es,marisco_y_pescado_pescado_en_bandeja,DIA VEGECAMPO garbanzo pedrosillano paquete 1 Kg,,3.863973043922095,1.085394362519028,kg,2024-02-01 00:00:00
carrefour-es,aceite_especias_y_salsas_mayonesa_ketchup_y_mostaza,Horchata de chufa Chufi Original botella 1 l.,Botellín,0.9746400447933262,10.338472771028234,€/Kg.,2024-02-01 00:00:00
carrefour-es,el_mercado_la_cocina_de_carrefour_sushi_del_dia,Lote de Navidad nº 30,,2.3074109699579144,4.795211016233425,€/Kg.,2024-02-01 00:00:00
dia-es,el_mercado_panaderia_bolleria_y_pasteleria_magdalenas_dulces_y_bollos,Bebida láctea sin lactosa de fresa Hacendado,500 G.,0.7809139577842257,0.75946455253833,L,2024-02-01 00:00:00
carrefour-es,perfumeria_e_higiene_cuidado_pies_crema,"Zumo de melocotón, manzana y uva Carrefour pack de 6 briks de 20 cl.",Pieza,5.0140365193901255,14.057614912445565,100 g,2024-02-01 00:00:00
carrefour-es,postres_y_yogures_yogures_liquidos,LOS MOLINOS vino tinto crianza DO Valdepeñas botella 75 cl,Botella,12.564655453329951,0.2768489071214052,L,2024-03-01 00:00:00
carrefour-es,drogueria_y_limpieza_accesorios_limpieza_fregonas,DOVE jabón de manos pastilla 100 gr,50 Ml.,2.998926765881439,7.085152160215841,ud,2024-03-01 00:00:00
mercadona-es,perfumeria_e_higiene_cosmetica_rostro,Detergente en polvo con jabón de Marsella Carrefour 50 cacitos,Caja,9.553552372691877,1.4644488203201547,l,2024-03-01 00:00:00
mercadona-es,carne_conejo_y_cordero,Seitán tofu ecológico Carrefour Bio 250 g.,,4.252874462595836,100.07221489147803,ud,2024-03-01 00:00:00
mercadona-es,la_despensa_dulce_y_desayuno_miel,"Zumo de melocotón, manzana y uva Carrefour pack de 6 briks de 20 cl.",250 G.,3.8824437320155276,4.957111247669736,L,2024-03-01 00:00:00
dia-es,bodega_cerveza,Chuletas de cordero paletilla,25 Cl.,3.7339925869835406,2.241644122552746,€/l.,2024-03-01 00:00:00
mercadona-es,bebidas_refrescos_refrigerados,PHARMALINE gel de ducha atopic bote 750 ml,1 L.,2.3139201998048455,9.39060558986474,€/Kg.,2024-03-01 00:00:00
carrefour-es,parafarmacia_bebe_embarazo_y_lactancia,SIMON LIFE naranja botella 1.5 l,,3.570601780160985,5.197304181839918,€/Kg.,2024-03-01 00:00:00
dia-es,la_despensa_conservas_sopas_y_precocinados_caldos_sopas_y_pure,Helado After Dinner Magnum sin gluten 10 ud.,,2.0828435236083007,5.633873462571618,kg,2024-03-01 00:00:00
carrefour-es,el_mercado_charcuteria_chorizo_lomo_y_otros,Chicharrillos en aceite de girasol Hacendado,,3.717533916124327,12.787810256285557,€/l.,2024-03-01 00:00:00
carrefour-es,perfumeria_e_higiene_boca_y_sonrisa_dentifricos,Yogur bífidus desnatado con lima y limón Danone Activia pack de 4 unidades de 120 g.,,1.5981890680901054,13.41528153949626,100 ml,2024-03-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,DIA yogur fresa-plátano pack 8 unidades 125 g,,3.462702722442979,15.14257862712835,€/l.,2024-03-01 00:00:00
mercadona-es,perfumeria_e_higiene_cuidado_pies_crema,Gel de higiene íntima Deliplus,750 G.,1.1742719321372823,2.152370675448787,100ml,2024-03-01 00:00:00
mercadona-es,bebidas_vinos_tintos_castillala_mancha,Yogur bífidus desnatado con lima y limón Danone Activia pack de 4 unidades de 120 g.,Botella,0.40701693745423556,0.39678712398227833,kg,2024-03-01 00:00:00
carrefour-es,bebidas_aguas_y_zumos_zumos_no_refrigerados,Bebida Florida Hacendado,Botella,4.30127655775938,15.82448078229917,€/ud.,2024-04-01 00:00:00
dia-es,bebidas_refrescos_refrigerados,Bífidus con frutas Hacendado,,4.040967142815582,15.967223906832283,lavado,2024-04-01 00:00:00
mercadona-es,la_despensa_alimentacion_vitaminas_y_complementos,Cerveza Cruzcampo Pilsen pack de 24 botellas de 25 cl.,Pack-4,3.9466049811367223,15.795680460690253,L,2024-04-01 00:00:00
dia-es,fruta_y_verdura_fruta,Complemento alimenticio Lecitina de soja Vive Plus 250 g.,,22.443943995033514,72.04988807892215,ud,2024-04-01 00:00:00
mercadona-es,el_mercado_charcuteria_foie_pates_y_sobrasadas,CLA Prozis 90 ud.,,1.852203129712149,1.2830213038554108,€/ud.,2024-04-01 00:00:00
dia-es,desayuno_dulces_y_pan_infusiones_menta_poleo,Vino tinto Solaz V.T.Castilla 3 l.,,1.571523554592264,9.735777386233524,kg,2024-04-01 00:00:00
mercadona-es,perfumeria_e_higiene_boca_y_sonrisa_dentifricos,Refresco lima limón Sprite,,1.2533370574608536,2.2599635683785566,kg,2024-04-01 00:00:00
dia-es,limpieza_y_hogar_utensilios_de_limpieza_y_calzado,WUDY salchichas con queso envase 150 g,1 Ud.,7.675840656496592,9.91767022979664,100 g,2024-04-01 00:00:00
dia-es,limpieza_y_hogar_utensilios_de_limpieza_y_calzado,Zumo de naranja Don Simón sin pulpa brik 1 l.,500 G.,4.952942382103398,4.47508818127849,€/Kg.,2024-04-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,,10.073727182847296,15.998894947676469,kg,2024-04-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_magdalenas_dulces_y_bollos,Detergente líquido Actilift Ariel 50 lavados.,Bote,0.6562686501766725,1.8944276275946361,L,2024-04-01 00:00:00
carrefour-es,la_despensa_conservas_sopas_y_precocinados_conservas_de_vegetales,DIA DELICIOUS mini tostas con pasas bolsa 125 gr,75 Ml.,9.28294027971374,1.60988195105835,100 ml,2024-04-01 00:00:00
carrefour-es,cuidado_del_cabello_peines_y_accesorios,Gel de higiene íntima Deliplus,500 Ml.,2.765236449059799,2.9238295506609506,L,2024-04-01 00:00:00
mercadona-es,bodega_cerveza,Aceite de oliva virgen extra De Nuestra Tierra D.O Sierra Mágina - Jaén 500 ml.,,1.5564802575023988,1.692880482215594,l,2024-04-01 00:00:00
mercadona-es,desayuno_dulces_y_pan_pan_pan_aperitivo,Barrita de chocolate con galleta y caramelo 5 ud.,,1.3601639401826453,25.88588306320246,€/l.,2024-05-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,"Café sontuoso en cápsulas L'Or Espresso compatible con Nespresso 20 unidades de 5,2 g.",Pack-4,17.910793409276597,8.978269172691274,€/Kg.,2024-05-01 00:00:00
dia-es,carne_aves_y_pollo,Aceitunas rellenas de pimiento Hacendado,,1.1072950000184372,1.1604376147899806,€/Kg.,2024-05-01 00:00:00
dia-es,drogueria_y_limpieza_accesorios_limpieza_guantes,Gel de higiene íntima Deliplus,,3.4719097252258777,5.2380569078173185,€/Kg.,2024-05-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,Papilla zanahorias baby con ternera Hero baby +6 meses,45 Ud.,1.5170395029841823,1.5328962110847946,€/Kg.,2024-05-01 00:00:00
carrefour-es,el_mercado_quesos_rallados,FRIZZ EASE champú liso perfecto con queratina tubo 250 ml,,1.6720485090741175,7.970289863158741,€/l.,2024-05-01 00:00:00
carrefour-es,la_despensa_conservas_sopas_y_precocinados_croquetas_y_rebozados,DIA infusión menta poleo estuche 25 bolsitas,90 Ud.,2.7562409966934007,7.870126937866374,m,2024-05-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,Dentífrico blanqueador Smile for good Colgate 75 ml.,,1.5491987355522059,2.2041172948740595,l,2024-05-01 00:00:00
carrefour-es,mascotas_accesorios_accesorios,Acelgas Ybarra 425 g.,Bandeja,3.8279062220557627,4.877969378337025,lavado,2024-05-01 00:00:00
carrefour-es,bebe_alimentacion_infantil,Fluido facial hidratante matificante DermoPure Eucerin 50 ml.,,5.418995797822276,15.17652735219775,100 ml,2024-05-01 00:00:00
carrefour-es,bebidas_vinos_tinto,DIA palitos de mozzarella bolsa 400 gr,,8.911024835794755,1.5672106990936758,kg,2024-05-01 00:00:00
dia-es,bebidas_refrescos_colas,Helado sándwich de nata Hacendado,,1.0706787985713133,10.400974907211957,kg,2024-05-01 00:00:00
dia-es,la_despensa_yogures_y_postres_yogures_desnatados,Bebida Florida Hacendado,Pack-3,4.609532725186203,0.4345237493248566,ud,2024-06-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,Vino tinto Solaz V.T.Castilla 3 l.,,4.327732248757764,23.326238469111054,kg,2024-06-01 00:00:00
carrefour-es,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,Mayonesa Hacendado,,4.787216560439747,0.6233060432072949,kg,2024-06-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_cafes,Atún en aceite de girasol Hacendado,Bote,0.709273160377056,4.878317363908496,kg,2024-06-01 00:00:00
carrefour-es,bebidas_refrescos_colas,FILIPINOS roscos de galleta con chocolate blanco paquete 135 grs,,1.4035742231936161,12.913666804126466,€/ud.,2024-06-01 00:00:00
carrefour-es,bebe_alimentacion_infantil_tarritos_y_platos_preparados,SCHOLL Gel activ plantillas uso diario para mujer talla 35.5 - 40.5,1 Ud.,13.2888929934716,9124.391483013764,l,2024-06-01 00:00:00
carrefour-es,cuidado_facial_y_corporal_higiene_intima,Escalopines de salmón sin espinas,,4.165321787246981,12.081276069164211,kg,2024-06-01 00:00:00
carrefour-es,parafarmacia_cuidado_corporal_desodorantes,Alfombra moqueta Lemans Dream Car - 4 piezas con talonera termosellada,,1.388633745669723,2.25510009432986,€/Kg.,2024-06-01 00:00:00
carrefour-es,la_despensa_alimentacion_semillas,DR. OETKER aromatizante naranjas de valencia botella 35 ml,,10.284858435292799,9.602312537246247,kg,2024-06-01 00:00:00
carrefour-es,limpieza_y_hogar_productos_para_cocina_aditivos_y_limpiamaquinas,Aceitunas rellenas de pimiento Hacendado,,1.0281941202848779,0.821720438275658,ud,2024-06-01 00:00:00
dia-es,bebidas_cerveza_todas_las_cervezas,WILKINSON Sword extra beauty 2 maquinilla desechable mujer bolsa 5 uds,Spray,3.7991685727022353,1.3215059496325492,kg,2024-06-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_yogures_liquidos,Aguardiente de orujo El Afilador 70 cl.,200 G.,1.3839152017138425,2.2518719172672506,kg,2024-06-01 00:00:00
carrefour-es,carne_conejo_y_cordero,Cuartos traseros familiar de pollo,,32.181483818715336,30.89710879903176,€/ud.,2024-06-01 00:00:00
dia-es,perfumeria_e_higiene_cuidado_pies_crema,WUDY salchichas con queso envase 150 g,1 L.,1.4009899634304384,4.95675621929758,ud,2024-06-01 00:00:00
dia-es,limpieza_y_hogar_productos_para_cocina_aditivos_y_limpiamaquinas,Barra de labios color riche nº 630 L'Oréal 1 ud.,1 Ud.,9.600341450720205,1.5146293379386087,100 ml,2024-06-01 00:00:00
carrefour-es,mascotas_pajaros_pienso_para_pajaros,SIMON LIFE naranja botella 1.5 l,Caja,2.722162696936651,7.27545329394561,ud,2024-06-01 00:00:00
carrefour-es,bebe_higiene_champu,Cuartos traseros familiar de pollo,Pack-8,0.6124520417700213,135.10281487545066,100ml,2024-07-01 00:00:00
mercadona-es,cuidado_del_cabello_peines_y_accesorios,Papilla zanahorias baby con ternera Hero baby +6 meses,370 G.,13.153619918257522,9870.897819079293,L,2024-07-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_yogures_desnatados,Rotuladores Bic Kid Couleur Surtidos 18+6 uds,,2.606109523463087,7.4305934948873515,L,2024-07-01 00:00:00
carrefour-es,bebidas_licores_y_cremas_licores_y_orujo,DIA guantes desechables de látex talla 8 bolsa 10 uds,,2.3217112150894574,0.8382268232222859,ud,2024-07-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_magdalenas_dulces_y_bollos,Chocolate con leche Milka pack de 4 tabletas de 100 g.,Bandeja,1.8834404368768471,10.660792644606117,kg,2024-07-01 00:00:00
carrefour-es,la_despensa_aperitivos_patatas_fritas,Chorizo casero extra sarta Palacios 250 g.,750 G.,0.7752879437957474,4.863198136083383,€/Kg.,2024-07-01 00:00:00
carrefour-es,zumos_naranja,Gel de higiene íntima Deliplus,1 Ud.,0.7546845726413118,2.4317928532829334,€/l.,2024-07-01 00:00:00
mercadona-es,azucar_caramelos_y_chocolate_chocolate,FRIZZ EASE champú liso perfecto con queratina tubo 250 ml,1 L.,19.953947645024577,0.3860992539101582,kg,2024-07-01 00:00:00
mercadona-es,bebidas_vinos_tinto,Vino D.O. Somontano tinto reserva Laus 75 cl.,Tarrito,14.316033035510731,14.380240164746807,kg,2024-07-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,GIRALDO bacalao al pil pil bandeja 300 gr,,1.6397134916393046,8.163190424718094,ud,2024-07-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_yogures_liquidos,"Cesta baño Aromatherapy Gloss: Gel de ducha 300 ml, loción 300 ml, exfoliante 100 ml, bombas baño 300 g, vela 1 ud y esponja ",370 G.,1.3421680069154367,1.875700182783743,€/l.,2024-07-01 00:00:00
carrefour-es,cuidado_facial_y_corporal_higiene_intima,Aceitunas rellenas de pimiento Hacendado,50 G.,1.9120427457594213,3.8294807888558333,kg,2024-07-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,Bote,1.0242143868560118,2.1300901786437434,kg,2024-08-01 00:00:00
carrefour-es,perfumeria_e_higiene_boca_y_sonrisa_dentifricos,SIMON LIFE naranja botella 1.5 l,290 G.,3.583997520674749,14.832246832452993,€/Kg.,2024-08-01 00:00:00
carrefour-es,bebidas_aguas_y_zumos_agua_con_sabor,CORNETTO Crush helado cono chocolate blanco XXL caja 4 uds 240 gr,Pack-8,0.7426795505228513,2.74112490937048,ud,2024-08-01 00:00:00
dia-es,la_despensa_alimentacion_salsas_y_tomate_frito,Bloque de hígado de pato blister Martiko 130 g.,,4.160809966847267,15.850620570468353,l,2024-08-01 00:00:00
dia-es,la_despensa_cestas_y_lotes_perfumeria_para_regalar,Menú premium para canarios Vitakraft 1Kg,500 G.,1.667672254292366,7.989750358567357,kg,2024-08-01 00:00:00
dia-es,bebe_alimentacion_infantil_tarritos_y_platos_preparados,LOS MOLINOS vino tinto crianza DO Valdepeñas botella 75 cl,200 G.,2.796524520475898,7.698653686093178,kg,2024-08-01 00:00:00
dia-es,bebidas_vinos_tinto,Helado sándwich de nata Hacendado,,11.506476613831223,14.799906125417715,ud,2024-08-01 00:00:00
carrefour-es,la_despensa_alimentacion_salsas_y_tomate_frito,Arroz con leche La Ermita de San Pedro sin gluten 270 g.,Pack-3,19.839579034485965,0.4121620847754248,m,2024-08-01 00:00:00
dia-es,bebidas_refrescos_refrigerados,DANI ajo molida frasco 55 gr,85 Cl.,0.988848449877513,7.580673055369634,kg,2024-08-01 00:00:00
carrefour-es,desayuno_dulces_y_pan_infusiones_manzanilla,Chocolate con leche Milka pack de 4 tabletas de 100 g.,Bandeja,2.4711299019731676,3.1697686977700448,kg,2024-08-01 00:00:00
mercadona-es,postres_y_yogures_yogures_liquidos,Colutorio diario flúor Fluor-Aid 500 ml.,1 Ud.,3.947871048763352,1.053687983388301,kg,2024-08-01 00:00:00
carrefour-es,la_despensa_conservas_sopas_y_precocinados_bio_en_conservas_sopas_y_precocinados,DIXIE pipeta antiparasitaria para perros medianos blíster 3 uds,500 Ml.,1.7009135362174657,7.96967838815042,m,2024-08-01 00:00:00
carrefour-es,postres_y_yogures_yogures_liquidos,Rotuladores Bic Kid Couleur Surtidos 18+6 uds,425 G.,2.9157034657407284,7.4392378933803025,L,2024-08-01 00:00:00
dia-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Colutorio diario flúor Fluor-Aid 500 ml.,,1.2094490704436034,2.750311173143928,m,2024-09-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_yogures_liquidos,Lote de Navidad nº 30,,8.348597431685869,14.492877494335618,kg,2024-09-01 00:00:00
mercadona-es,la_despensa_lacteos_batidos_y_horchatas,Crema de cacao con avellanas Nutella sin gluten 200 g.,200 G.,0.9607568964125929,6.7362671992722385,€/l.,2024-09-01 00:00:00
carrefour-es,perfumeria_e_higiene_cuidado_pies_crema,Caldo de pollo Carrefour sin gluten brik 1 l.,,3.622851250218437,1.3338538374595987,100ml,2024-09-01 00:00:00
carrefour-es,perfumeria_e_higiene_higiene_intima_aseo_intimo,Vino D.O. Rueda blanco verdejo Dama del Lago 75 cl.,,6.833219800788053,11.913575645634923,l,2024-09-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,Tomate frito Orlando sin gluten y sin lactosa pack de 3 brik de 210 g.,,7.234337183547909,11.79955201421479,€/Kg.,2024-09-01 00:00:00
carrefour-es,limpieza_y_hogar_productos_para_cocina_aditivos_y_limpiamaquinas,Anillas a la romana Carrefour 500 g.,Botellín,2.1573553681749105,9.437322668579265,kg,2024-09-01 00:00:00
carrefour-es,la_despensa_alimentacion_semillas,PHARMALINE gel de ducha atopic bote 750 ml,,6.24259152895038,56.8131267126879,l,2024-09-01 00:00:00
carrefour-es,perfumeria_e_higiene_cosmetica_rostro,Rotuladores Bic Kid Couleur Surtidos 18+6 uds,,7.182756924534679,56.14160640183616,kg,2024-09-01 00:00:00
carrefour-es,la_despensa_conservas_sopas_y_precocinados_caldos_sopas_y_pure,Champú reparador para cabellos dañados Total Repair 5 L'Oréal-Elvive 370 ml.,Bote,1.5254023464037747,12.994804074437267,€/ud.,2024-09-01 00:00:00
carrefour-es,limpieza_y_hogar_papeleria_colorear,Bebida láctea sin lactosa de fresa Hacendado,,0.9976860488208846,0.5311720443523066,100 ml,2024-09-01 00:00:00
mercadona-es,cuidado_facial_y_corporal_higiene_intima,Alfombra moqueta Lemans Dream Car - 4 piezas con talonera termosellada,Botellín,3.6263137444998206,0.9674705880631772,kg,2024-09-01 00:00:00
mercadona-es,congelados_y_helados_platos_precocinados_otros_precocinados,DIA manzanilla estuche 25 bolsitas,Botellín,2.2449531353848666,9.990713943914542,kg,2024-10-01 00:00:00
carrefour-es,limpieza_y_hogar_utensilios_de_limpieza_y_calzado,STARBUCKS café capuccino vaso 220 ml,500 G.,5.11597879769394,7.0431537605459225,ud,2024-10-01 00:00:00
carrefour-es,carne_aves_y_pollo,Desodorante fresh vaporizador Sebamed 75 ml.,,6.595428009821586,12.131394326751144,kg,2024-10-01 00:00:00
mercadona-es,perfumeria_e_higiene_limpieza_facial_leche_y_tonicos_limpiadores,Refresco lima limón Sprite,750 G.,1.9230296047843978,1.185063260550922,100ml,2024-10-01 00:00:00
carrefour-es,perfumeria_e_higiene_cuidado_pies_crema,FRIZZ EASE champú liso perfecto con queratina tubo 250 ml,,1.9840230746622183,5.616016316107104,l,2024-10-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_cafes,Tomate frito Orlando sin gluten y sin lactosa pack de 3 brik de 210 g.,,0.7946416754542823,2.535714378723591,ud,2024-10-01 00:00:00
carrefour-es,bebidas_vinos_tintos_castillala_mancha,Champú reparador para cabellos dañados Total Repair 5 L'Oréal-Elvive 370 ml.,270 G.,5.3116084542461035,7.773853402970686,€/Kg.,2024-10-01 00:00:00
carrefour-es,drogueria_y_limpieza_celulosa_servilletas_de_papel,FRIZZ EASE champú liso perfecto con queratina tubo 250 ml,75 Ml.,1.6345830852192154,1.5652006045863331,€/Kg.,2024-10-01 00:00:00
dia-es,la_despensa_cestas_y_lotes_perfumeria_para_regalar,Barra de labios color riche nº 630 L'Oréal 1 ud.,,9.74960078710025,3.340556242107983,€/Kg.,2024-10-01 00:00:00
dia-es,perfumeria_e_higiene_limpieza_facial_leche_y_tonicos_limpiadores,DIA café natural en grano paquete 500 gr,50 G.,16.869306218893772,9.485607400673937,kg,2024-10-01 00:00:00
carrefour-es,la_despensa_cestas_y_lotes_perfumeria_para_regalar,Salsa picante Valentina envase 370 g.,Lata,5.360032018256353,14.30325806222079,kg,2024-10-01 00:00:00
carrefour-es,perfumeria_e_higiene_cabello_champus,FILIPINOS roscos de galleta con chocolate blanco paquete 135 grs,,6.2041580042304805,24.06520799028233,kg,2024-10-01 00:00:00
mercadona-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,Escalopines de salmón sin espinas,,3.357873774989965,1.3880493084890957,ud,2024-10-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,DANI ajo molida frasco 55 gr,85 Cl.,2.143280432815136,3.232000553245846,100ml,2024-10-01 00:00:00
mercadona-es,perfumeria_e_higiene_depilacion_cera,"Tarrito de melocotón, plátano y pera desde 6 meses ecológico Carrefour Baby Bio sin gluten 200 g.",,8.223748518731625,8.418848176383682,kg,2024-11-01 00:00:00
dia-es,mascotas_pajaros_pienso_para_pajaros,FRIZZ EASE champú liso perfecto con queratina tubo 250 ml,,1.429289005467702,0.23547124507014408,€/Kg.,2024-11-01 00:00:00
mercadona-es,charcuteria_y_quesos_salchichas_salchichas,Helado sándwich de nata Hacendado,,3.5870141842461503,12.929401427176229,100 ml,2024-11-01 00:00:00
dia-es,agua_y_refrescos_refresco_de_naranja_y_de_limon,Bebida láctea natural azucarada Hacendado,290 G.,1.4290130461460133,2.353524014541909,ud,2024-11-01 00:00:00
carrefour-es,drogueria_y_limpieza_accesorios_limpieza_guantes,Chicharrillos en aceite de girasol Hacendado,Brick,1.1098645026913223,0.9932649086802766,L,2024-11-01 00:00:00
carrefour-es,perfumeria_e_higiene_depilacion_cera,Aceite para el cuidado de la piel Bio-Oil 200 ml.,,33.516898332523986,29.30336225772292,kg,2024-11-01 00:00:00
dia-es,perfumeria_e_higiene_cuidado_manos_jabon_de_manos_pastilla,Crema de cacao con avellanas Nutella sin gluten 200 g.,,7.576158162529728,8.208623781826288,l,2024-11-01 00:00:00
mercadona-es,mascotas_pajaros_pienso_para_pajaros,SIMON LIFE naranja botella 1.5 l,Spray,0.8102051273332606,0.7992345992602095,l,2024-11-01 00:00:00
carrefour-es,congelados_helados,Helado sándwich de nata Hacendado,,7.212803740614125,6.330631359431191,ud,2024-11-01 00:00:00
carrefour-es,perfumeria_e_higiene_higiene_intima_aseo_intimo,Colutorio diario flúor Fluor-Aid 500 ml.,,1.615233034692313,7.2121323916153335,kg,2024-11-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_miel,DIA VEGECAMPO garbanzo pedrosillano paquete 1 Kg,3 L.,2.81932075830301,2.949918280642459,L,2024-11-01 00:00:00
dia-es,lacteos_y_huevos_yogures_yogur_sabores,Aceitunas rellenas de pimiento Hacendado,,0.6119671990182163,133.9596732335713,€/Kg.,2024-11-01 00:00:00
carrefour-es,el_mercado_quesos_rallados,Aceitunas rellenas de pimiento Hacendado,,3.771323362438002,3.236745317821466,L,2024-11-01 00:00:00
dia-es,desayuno_dulces_y_pan_infusiones_manzanilla,Anillas a la romana Carrefour 500 g.,,1.8582915359952639,1.6721851919772404,kg,2024-11-01 00:00:00
carrefour-es,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,DIA palitos de mozzarella bolsa 400 gr,,0.9962791856296683,4.265451554415933,ud,2024-11-01 00:00:00
carrefour-es,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,Acelgas Ybarra 425 g.,,0.686967991367571,121.98718947692088,100ml,2024-11-01 00:00:00
dia-es,congelados_helados,Tomate frito Orlando sin gluten y sin lactosa pack de 3 brik de 210 g.,,30.971161696912286,34.350369659460746,kg,2024-12-01 00:00:00
carrefour-es,bodega_cerveza,Cuartos traseros familiar de pollo,250 G.,1.772497640887491,11.259695488277467,L,2024-12-01 00:00:00
mercadona-es,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,Bífidus con frutas Hacendado,750 G.,14.20319588094603,0.27130799572032127,kg,2024-12-01 00:00:00
dia-es,bebidas_licores_y_cremas_licores_y_orujo,Yogur líquido con avena sin azúcar añadido Danone Danacol pack de 6 unidades de 100 g.,200 G.,0.41518152994817337,0.379069881415065,kg,2024-12-01 00:00:00
dia-es,la_despensa_alimentacion_vitaminas_y_complementos,Colutorio diario flúor Fluor-Aid 500 ml.,200 Ml.,1.9128670238606382,6.059463519484798,kg,2024-12-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_cafes,Bloque de hígado de pato blister Martiko 130 g.,,0.6362199781077141,4.042883484644009,kg,2024-12-01 00:00:00
carrefour-es,bodega_cerveza,ISABEL mejillones en salsa vieira 13/18 piezas lata 69 grs,45 Ud.,17.243060986222407,35.4629939628815,kg,2024-12-01 00:00:00
dia-es,desayuno_dulces_y_pan_galletas_rellenas,Patatas fritas lisas Carrefour 170 g.,,2.2275851819017913,9.297546490861073,€/Kg.,2024-12-01 00:00:00
carrefour-es,aperitivos_aceitunas_y_encurtidos,Barra de labios color riche nº 630 L'Oréal 1 ud.,,10.565226446107975,15.497779277214585,€/l.,2024-12-01 00:00:00
mercadona-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,Fluido facial hidratante matificante DermoPure Eucerin 50 ml.,,6.2881770126024685,1.1484257283313484,kg,2024-12-01 00:00:00
